id,name,score1,score2
5087,Student_5087,77,60
5088,Student_5088,54,72
5089,Student_5089,87,96
5090,Student_5090,59,71
5091,Student_5091,87,97
5092,Student_5092,80,65
5093,Student_5093,70,94
5094,Student_5094,67,83
5095,Student_5095,86,71
5096,Student_5096,56,73
5097,Student_5097,78,88
5098,Student_5098,56,50
5099,Student_5099,60,54
5100,Student_5100,60,84
5101,Student_5101,67,84
5102,Student_5102,96,53
5103,Student_5103,100,58
5104,Student_5104,62,53
5105,Student_5105,86,92
5106,Student_5106,59,62
5107,Student_5107,72,93
5108,Student_5108,84,93
5109,Student_5109,91,85
5110,Student_5110,52,56
5111,Student_5111,79,57
5112,Student_5112,87,80
5113,Student_5113,81,52
5114,Student_5114,99,79
5115,Student_5115,77,89
5116,Student_5116,75,71
5117,Student_5117,60,85
5118,Student_5118,59,61
5119,Student_5119,55,82
5120,Student_5120,90,57
5121,Student_5121,98,91
5122,Student_5122,66,71
5123,Student_5123,87,80
5124,Student_5124,58,68
5125,Student_5125,100,60
5126,Student_5126,70,73
5127,Student_5127,74,86
5128,Student_5128,54,68
5129,Student_5129,65,96
5130,Student_5130,90,98
5131,Student_5131,85,86
5132,Student_5132,100,90
5133,Student_5133,79,99
5134,Student_5134,96,100
5135,Student_5135,78,52
5136,Student_5136,79,82
5137,Student_5137,93,84
5138,Student_5138,69,92
5139,Student_5139,76,83
5140,Student_5140,79,58
5141,Student_5141,62,92
5142,Student_5142,62,68
5143,Student_5143,81,80
5144,Student_5144,53,96
5145,Student_5145,91,65
5146,Student_5146,68,57
5147,Student_5147,53,73
5148,Student_5148,77,81
5149,Student_5149,80,96
5150,Student_5150,62,81
5151,Student_5151,93,56
5152,Student_5152,57,86
5153,Student_5153,58,84
5154,Student_5154,94,71
5155,Student_5155,94,63
5156,Student_5156,82,68
5157,Student_5157,52,57
5158,Student_5158,52,81
5159,Student_5159,77,85
5160,Student_5160,65,100
5161,Student_5161,71,70
5162,Student_5162,85,61
5163,Student_5163,97,85
5164,Student_5164,88,71
5165,Student_5165,64,50
5166,Student_5166,95,62
5167,Student_5167,62,99
5168,Student_5168,78,91
5169,Student_5169,72,79
5170,Student_5170,59,65
5171,Student_5171,89,59
5172,Student_5172,77,65
5173,Student_5173,67,68
5174,Student_5174,61,96
5175,Student_5175,85,92
5176,Student_5176,83,97
5177,Student_5177,69,59
5178,Student_5178,93,61
5179,Student_5179,71,57
5180,Student_5180,69,58
5181,Student_5181,71,76
5182,Student_5182,85,79
5183,Student_5183,81,58
5184,Student_5184,52,87
5185,Student_5185,55,87
5186,Student_5186,88,96
5187,Student_5187,95,64
5188,Student_5188,89,71
5189,Student_5189,56,53
5190,Student_5190,65,81
5191,Student_5191,52,81
5192,Student_5192,77,89
5193,Student_5193,74,78
5194,Student_5194,75,93
5195,Student_5195,87,77
5196,Student_5196,71,94
5197,Student_5197,77,57
5198,Student_5198,99,65
5199,Student_5199,95,84
5200,Student_5200,82,75
5201,Student_5201,60,54
5202,Student_5202,78,50
5203,Student_5203,90,62
5204,Student_5204,56,86
5205,Student_5205,51,61
5206,Student_5206,88,72
5207,Student_5207,61,86
5208,Student_5208,73,96
5209,Student_5209,91,60
5210,Student_5210,71,80
5211,Student_5211,50,89
5212,Student_5212,65,84
5213,Student_5213,82,52
5214,Student_5214,64,94
5215,Student_5215,89,90
5216,Student_5216,79,52
5217,Student_5217,93,97
5218,Student_5218,98,91
5219,Student_5219,83,82
5220,Student_5220,66,60
5221,Student_5221,55,56
5222,Student_5222,72,62
5223,Student_5223,95,67
5224,Student_5224,84,87
5225,Student_5225,74,83
5226,Student_5226,76,74
5227,Student_5227,91,74
5228,Student_5228,58,71
5229,Student_5229,72,72
5230,Student_5230,86,90
5231,Student_5231,63,75
5232,Student_5232,86,59
5233,Student_5233,62,100
5234,Student_5234,54,54
5235,Student_5235,57,52
5236,Student_5236,62,70
5237,Student_5237,55,80
5238,Student_5238,50,66
5239,Student_5239,57,69
5240,Student_5240,58,57
5241,Student_5241,93,94
5242,Student_5242,78,94
5243,Student_5243,70,96
5244,Student_5244,65,72
5245,Student_5245,50,80
5246,Student_5246,86,81
5247,Student_5247,51,65
5248,Student_5248,90,55
5249,Student_5249,75,65
5250,Student_5250,54,90
5251,Student_5251,81,90
5252,Student_5252,74,63
5253,Student_5253,69,64
5254,Student_5254,84,52
5255,Student_5255,87,57
5256,Student_5256,66,59
5257,Student_5257,70,66
5258,Student_5258,66,91
5259,Student_5259,67,60
5260,Student_5260,56,64
5261,Student_5261,82,71
5262,Student_5262,72,60
5263,Student_5263,84,93
5264,Student_5264,85,52
5265,Student_5265,89,76
5266,Student_5266,96,99
5267,Student_5267,98,57
5268,Student_5268,71,96
5269,Student_5269,92,61
5270,Student_5270,76,80
5271,Student_5271,64,91
5272,Student_5272,95,98
5273,Student_5273,55,86
5274,Student_5274,58,87
5275,Student_5275,80,86
5276,Student_5276,72,63
5277,Student_5277,74,83
5278,Student_5278,97,92
5279,Student_5279,95,63
5280,Student_5280,70,79
5281,Student_5281,98,95
5282,Student_5282,63,55
5283,Student_5283,75,91
5284,Student_5284,92,87
5285,Student_5285,65,89
5286,Student_5286,59,73
5287,Student_5287,64,91
5288,Student_5288,100,83
5289,Student_5289,87,90
5290,Student_5290,100,66
5291,Student_5291,76,63
5292,Student_5292,93,63
5293,Student_5293,75,70
5294,Student_5294,63,69
5295,Student_5295,93,55
5296,Student_5296,61,50
5297,Student_5297,73,56
5298,Student_5298,50,93
5299,Student_5299,64,54
5300,Student_5300,75,96
5301,Student_5301,50,68
5302,Student_5302,80,89
5303,Student_5303,70,84
5304,Student_5304,92,67
5305,Student_5305,66,70
5306,Student_5306,53,85
5307,Student_5307,95,51
5308,Student_5308,56,76
5309,Student_5309,69,78
5310,Student_5310,68,88
5311,Student_5311,71,79
5312,Student_5312,99,88
5313,Student_5313,58,60
5314,Student_5314,85,65
5315,Student_5315,78,89
5316,Student_5316,53,54
5317,Student_5317,85,95
5318,Student_5318,92,60
5319,Student_5319,70,87
5320,Student_5320,57,79
5321,Student_5321,98,65
5322,Student_5322,53,59
5323,Student_5323,64,62
5324,Student_5324,68,72
5325,Student_5325,81,75
5326,Student_5326,100,57
5327,Student_5327,76,60
5328,Student_5328,50,68
5329,Student_5329,79,67
5330,Student_5330,56,98
5331,Student_5331,90,95
5332,Student_5332,78,95
5333,Student_5333,97,82
5334,Student_5334,73,98
5335,Student_5335,63,89
5336,Student_5336,53,62
5337,Student_5337,81,67
5338,Student_5338,79,62
5339,Student_5339,62,89
5340,Student_5340,51,87
5341,Student_5341,89,77
5342,Student_5342,61,62
5343,Student_5343,95,61
5344,Student_5344,76,85
5345,Student_5345,64,86
5346,Student_5346,75,92
5347,Student_5347,60,62
5348,Student_5348,66,51
5349,Student_5349,90,86
5350,Student_5350,77,51
5351,Student_5351,90,56
5352,Student_5352,93,67
5353,Student_5353,62,63
5354,Student_5354,97,71
5355,Student_5355,56,58
5356,Student_5356,65,68
5357,Student_5357,91,60
5358,Student_5358,59,99
5359,Student_5359,66,62
5360,Student_5360,80,66
5361,Student_5361,86,90
5362,Student_5362,50,93
5363,Student_5363,75,97
5364,Student_5364,60,97
5365,Student_5365,100,94
5366,Student_5366,68,57
5367,Student_5367,89,95
5368,Student_5368,85,80
5369,Student_5369,61,89
5370,Student_5370,77,59
5371,Student_5371,97,64
5372,Student_5372,67,59
5373,Student_5373,52,66
5374,Student_5374,81,77
5375,Student_5375,67,75
5376,Student_5376,53,55
5377,Student_5377,57,65
5378,Student_5378,99,70
5379,Student_5379,66,66
5380,Student_5380,67,92
5381,Student_5381,82,55
5382,Student_5382,58,52
5383,Student_5383,92,52
5384,Student_5384,60,91
5385,Student_5385,96,63
5386,Student_5386,51,71
5387,Student_5387,60,88
5388,Student_5388,98,99
5389,Student_5389,82,80
5390,Student_5390,73,72
5391,Student_5391,62,62
5392,Student_5392,59,86
5393,Student_5393,62,81
5394,Student_5394,60,59
5395,Student_5395,54,58
5396,Student_5396,64,94
5397,Student_5397,59,75
5398,Student_5398,55,71
5399,Student_5399,97,67
5400,Student_5400,52,94
5401,Student_5401,88,70
5402,Student_5402,82,67
5403,Student_5403,55,87
5404,Student_5404,76,69
5405,Student_5405,80,58
5406,Student_5406,67,71
5407,Student_5407,61,98
5408,Student_5408,58,95
5409,Student_5409,98,80
5410,Student_5410,97,86
5411,Student_5411,88,58
5412,Student_5412,98,77
5413,Student_5413,68,92
5414,Student_5414,76,91
5415,Student_5415,60,99
5416,Student_5416,84,85
5417,Student_5417,92,54
5418,Student_5418,51,60
5419,Student_5419,50,75
5420,Student_5420,94,84
5421,Student_5421,77,76
5422,Student_5422,97,73
5423,Student_5423,77,89
5424,Student_5424,59,57
5425,Student_5425,73,68
5426,Student_5426,81,98
5427,Student_5427,58,88
5428,Student_5428,63,57
5429,Student_5429,99,94
5430,Student_5430,63,100
5431,Student_5431,86,67
5432,Student_5432,96,92
5433,Student_5433,81,78
5434,Student_5434,96,61
5435,Student_5435,86,61
5436,Student_5436,74,68
5437,Student_5437,87,68
5438,Student_5438,71,58
5439,Student_5439,66,54
5440,Student_5440,79,51
5441,Student_5441,66,98
5442,Student_5442,77,50
5443,Student_5443,64,50
5444,Student_5444,65,60
5445,Student_5445,72,89
5446,Student_5446,84,93
5447,Student_5447,73,59
5448,Student_5448,85,79
5449,Student_5449,54,58
5450,Student_5450,79,69
5451,Student_5451,62,78
5452,Student_5452,93,75
5453,Student_5453,99,51
5454,Student_5454,84,83
5455,Student_5455,64,88
5456,Student_5456,92,96
5457,Student_5457,71,60
5458,Student_5458,87,88
5459,Student_5459,55,84
5460,Student_5460,57,94
5461,Student_5461,54,60
5462,Student_5462,65,67
5463,Student_5463,77,66
5464,Student_5464,82,91
5465,Student_5465,50,68
5466,Student_5466,65,84
5467,Student_5467,54,62
5468,Student_5468,83,67
5469,Student_5469,97,80
5470,Student_5470,67,92
5471,Student_5471,81,82
5472,Student_5472,58,53
5473,Student_5473,56,58
5474,Student_5474,71,56
5475,Student_5475,64,50
5476,Student_5476,72,97
5477,Student_5477,51,59
5478,Student_5478,93,89
5479,Student_5479,83,74
5480,Student_5480,83,78
5481,Student_5481,69,89
5482,Student_5482,91,94
5483,Student_5483,62,84
5484,Student_5484,64,74
5485,Student_5485,86,71
5486,Student_5486,55,60
5487,Student_5487,75,87
5488,Student_5488,63,92
5489,Student_5489,98,85
5490,Student_5490,53,90
5491,Student_5491,87,56
5492,Student_5492,99,64
5493,Student_5493,69,72
5494,Student_5494,83,65
5495,Student_5495,87,66
5496,Student_5496,86,63
5497,Student_5497,84,62
5498,Student_5498,100,68
5499,Student_5499,88,67
5500,Student_5500,55,61
5501,Student_5501,78,85
5502,Student_5502,81,90
5503,Student_5503,73,73
5504,Student_5504,56,90
5505,Student_5505,57,69
5506,Student_5506,92,64
5507,Student_5507,63,84
5508,Student_5508,97,54
5509,Student_5509,51,65
5510,Student_5510,57,86
5511,Student_5511,82,79
5512,Student_5512,86,79
5513,Student_5513,92,65
5514,Student_5514,50,71
5515,Student_5515,94,81
5516,Student_5516,53,72
5517,Student_5517,67,100
5518,Student_5518,75,54
5519,Student_5519,74,60
5520,Student_5520,63,80
5521,Student_5521,87,85
5522,Student_5522,70,82
5523,Student_5523,88,69
5524,Student_5524,84,74
5525,Student_5525,68,99
5526,Student_5526,59,83
5527,Student_5527,75,89
5528,Student_5528,52,75
5529,Student_5529,99,78
5530,Student_5530,96,54
5531,Student_5531,58,95
5532,Student_5532,70,84
5533,Student_5533,61,99
5534,Student_5534,89,95
5535,Student_5535,60,91
5536,Student_5536,69,84
5537,Student_5537,94,97
5538,Student_5538,98,50
5539,Student_5539,89,82
5540,Student_5540,96,93
5541,Student_5541,50,70
5542,Student_5542,87,87
5543,Student_5543,81,82
5544,Student_5544,71,82
5545,Student_5545,68,82
5546,Student_5546,54,85
5547,Student_5547,79,77
5548,Student_5548,53,59
5549,Student_5549,81,96
5550,Student_5550,75,64
5551,Student_5551,73,77
5552,Student_5552,73,62
5553,Student_5553,83,66
5554,Student_5554,99,74
5555,Student_5555,89,56
5556,Student_5556,72,98
5557,Student_5557,100,73
5558,Student_5558,63,57
5559,Student_5559,93,57
5560,Student_5560,52,61
5561,Student_5561,65,53
5562,Student_5562,78,76
5563,Student_5563,94,93
5564,Student_5564,63,83
5565,Student_5565,92,70
5566,Student_5566,91,50
5567,Student_5567,79,75
5568,Student_5568,68,60
5569,Student_5569,79,54
5570,Student_5570,95,70
5571,Student_5571,63,92
5572,Student_5572,71,91
5573,Student_5573,58,56
5574,Student_5574,77,73
5575,Student_5575,93,96
5576,Student_5576,98,61
5577,Student_5577,97,82
5578,Student_5578,59,79
5579,Student_5579,86,96
5580,Student_5580,92,88
5581,Student_5581,99,88
5582,Student_5582,68,97
5583,Student_5583,88,51
5584,Student_5584,79,71
5585,Student_5585,75,55
5586,Student_5586,95,59
5587,Student_5587,92,68
5588,Student_5588,84,52
5589,Student_5589,56,93
5590,Student_5590,74,51
5591,Student_5591,59,65
5592,Student_5592,57,98
5593,Student_5593,63,66
5594,Student_5594,63,64
5595,Student_5595,93,93
5596,Student_5596,50,60
5597,Student_5597,78,87
5598,Student_5598,97,90
5599,Student_5599,50,53
5600,Student_5600,87,83
5601,Student_5601,84,56
5602,Student_5602,70,64
5603,Student_5603,63,62
5604,Student_5604,52,82
5605,Student_5605,87,73
5606,Student_5606,74,56
5607,Student_5607,74,56
5608,Student_5608,85,92
5609,Student_5609,78,69
5610,Student_5610,73,78
5611,Student_5611,83,76
5612,Student_5612,70,98
5613,Student_5613,62,71
5614,Student_5614,55,73
5615,Student_5615,99,52
5616,Student_5616,82,96
5617,Student_5617,73,64
5618,Student_5618,95,93
5619,Student_5619,90,56
5620,Student_5620,74,57
5621,Student_5621,72,67
5622,Student_5622,61,59
5623,Student_5623,61,61
5624,Student_5624,87,79
5625,Student_5625,73,96
5626,Student_5626,82,68
5627,Student_5627,96,59
5628,Student_5628,62,84
5629,Student_5629,90,90
5630,Student_5630,90,73
5631,Student_5631,60,100
5632,Student_5632,70,69
5633,Student_5633,81,77
5634,Student_5634,62,52
5635,Student_5635,94,53
5636,Student_5636,82,60
5637,Student_5637,84,91
5638,Student_5638,93,87
5639,Student_5639,91,54
5640,Student_5640,91,55
5641,Student_5641,81,53
5642,Student_5642,59,59
5643,Student_5643,93,50
5644,Student_5644,69,60
5645,Student_5645,64,54
5646,Student_5646,86,90
5647,Student_5647,72,62
5648,Student_5648,81,86
5649,Student_5649,58,79
5650,Student_5650,86,78
5651,Student_5651,69,69
5652,Student_5652,74,73
5653,Student_5653,58,74
5654,Student_5654,70,73
5655,Student_5655,98,62
5656,Student_5656,88,98
5657,Student_5657,99,81
5658,Student_5658,51,57
5659,Student_5659,73,53
5660,Student_5660,98,78
5661,Student_5661,54,75
5662,Student_5662,65,93
5663,Student_5663,81,84
5664,Student_5664,81,57
5665,Student_5665,99,50
5666,Student_5666,70,54
5667,Student_5667,66,51
5668,Student_5668,62,69
5669,Student_5669,92,93
5670,Student_5670,87,54
5671,Student_5671,92,77
5672,Student_5672,78,87
5673,Student_5673,88,90
5674,Student_5674,92,74
5675,Student_5675,95,65
5676,Student_5676,86,93
5677,Student_5677,60,72
5678,Student_5678,76,97
5679,Student_5679,55,87
5680,Student_5680,84,78
5681,Student_5681,50,63
5682,Student_5682,75,52
5683,Student_5683,60,58
5684,Student_5684,86,85
5685,Student_5685,90,80
5686,Student_5686,81,96
5687,Student_5687,85,66
5688,Student_5688,83,73
5689,Student_5689,66,76
5690,Student_5690,76,90
5691,Student_5691,74,97
5692,Student_5692,80,85
5693,Student_5693,71,97
5694,Student_5694,71,52
5695,Student_5695,92,97
5696,Student_5696,69,62
5697,Student_5697,86,70
5698,Student_5698,97,57
5699,Student_5699,51,84
5700,Student_5700,93,54
5701,Student_5701,76,63
5702,Student_5702,87,93
5703,Student_5703,96,89
5704,Student_5704,95,94
5705,Student_5705,72,83
5706,Student_5706,98,94
5707,Student_5707,64,60
5708,Student_5708,87,85
5709,Student_5709,94,77
5710,Student_5710,77,92
5711,Student_5711,100,50
5712,Student_5712,62,86
5713,Student_5713,92,65
5714,Student_5714,74,76
5715,Student_5715,65,90
5716,Student_5716,67,99
5717,Student_5717,88,62
5718,Student_5718,54,91
5719,Student_5719,81,78
5720,Student_5720,70,78
5721,Student_5721,69,68
5722,Student_5722,72,98
5723,Student_5723,90,58
5724,Student_5724,89,98
5725,Student_5725,58,53
5726,Student_5726,59,77
5727,Student_5727,100,80
5728,Student_5728,72,76
5729,Student_5729,95,99
5730,Student_5730,93,78
5731,Student_5731,59,81
5732,Student_5732,66,73
5733,Student_5733,63,68
5734,Student_5734,60,52
5735,Student_5735,64,88
5736,Student_5736,97,60
5737,Student_5737,80,94
5738,Student_5738,81,65
5739,Student_5739,96,70
5740,Student_5740,91,78
5741,Student_5741,50,59
5742,Student_5742,80,74
5743,Student_5743,80,66
5744,Student_5744,98,84
5745,Student_5745,56,74
5746,Student_5746,61,91
5747,Student_5747,92,99
5748,Student_5748,60,67
5749,Student_5749,75,64
5750,Student_5750,66,91
5751,Student_5751,66,51
5752,Student_5752,51,63
5753,Student_5753,62,58
5754,Student_5754,99,60
5755,Student_5755,83,58
5756,Student_5756,74,97
5757,Student_5757,69,64
5758,Student_5758,85,79
5759,Student_5759,64,74
5760,Student_5760,81,79
5761,Student_5761,57,58
5762,Student_5762,68,55
5763,Student_5763,57,52
5764,Student_5764,55,89
5765,Student_5765,83,63
5766,Student_5766,83,91
5767,Student_5767,70,100
5768,Student_5768,54,99
5769,Student_5769,91,67
5770,Student_5770,86,69
5771,Student_5771,61,60
5772,Student_5772,100,89
5773,Student_5773,89,71
5774,Student_5774,73,100
5775,Student_5775,52,63
5776,Student_5776,67,76
5777,Student_5777,96,86
5778,Student_5778,98,81
5779,Student_5779,84,99
5780,Student_5780,54,67
5781,Student_5781,91,93
5782,Student_5782,62,85
5783,Student_5783,79,63
5784,Student_5784,80,77
5785,Student_5785,69,88
5786,Student_5786,61,58
5787,Student_5787,55,64
5788,Student_5788,74,100
5789,Student_5789,50,61
5790,Student_5790,56,67
5791,Student_5791,51,54
5792,Student_5792,54,83
5793,Student_5793,56,70
5794,Student_5794,57,85
5795,Student_5795,65,57
5796,Student_5796,88,99
5797,Student_5797,92,72
5798,Student_5798,91,55
5799,Student_5799,86,86
5800,Student_5800,68,68
5801,Student_5801,89,80
5802,Student_5802,81,89
5803,Student_5803,67,80
5804,Student_5804,90,67
5805,Student_5805,100,86
5806,Student_5806,59,91
5807,Student_5807,73,73
5808,Student_5808,79,64
5809,Student_5809,95,98
5810,Student_5810,84,80
5811,Student_5811,92,72
5812,Student_5812,82,91
5813,Student_5813,59,77
5814,Student_5814,97,52
5815,Student_5815,51,60
5816,Student_5816,87,74
5817,Student_5817,85,67
5818,Student_5818,95,53
5819,Student_5819,100,68
5820,Student_5820,75,91
5821,Student_5821,100,50
5822,Student_5822,78,94
5823,Student_5823,59,100
5824,Student_5824,77,94
5825,Student_5825,69,97
5826,Student_5826,59,71
5827,Student_5827,60,56
5828,Student_5828,89,73
5829,Student_5829,90,55
5830,Student_5830,88,89
5831,Student_5831,60,98
5832,Student_5832,80,68
5833,Student_5833,73,71
5834,Student_5834,96,70
5835,Student_5835,88,61
5836,Student_5836,66,62
5837,Student_5837,67,63
5838,Student_5838,86,63
5839,Student_5839,82,67
5840,Student_5840,80,77
5841,Student_5841,99,75
5842,Student_5842,94,84
5843,Student_5843,72,64
5844,Student_5844,52,54
5845,Student_5845,73,74
5846,Student_5846,59,99
5847,Student_5847,80,76
5848,Student_5848,68,80
5849,Student_5849,61,73
5850,Student_5850,92,76
5851,Student_5851,65,67
5852,Student_5852,58,75
5853,Student_5853,88,77
5854,Student_5854,84,50
5855,Student_5855,60,88
5856,Student_5856,98,86
5857,Student_5857,86,70
5858,Student_5858,56,81
5859,Student_5859,76,59
5860,Student_5860,85,91
5861,Student_5861,91,84
5862,Student_5862,77,63
5863,Student_5863,60,63
5864,Student_5864,88,64
5865,Student_5865,63,80
5866,Student_5866,61,76
5867,Student_5867,71,94
5868,Student_5868,78,84
5869,Student_5869,99,68
5870,Student_5870,85,53
5871,Student_5871,91,68
5872,Student_5872,76,76
5873,Student_5873,100,52
5874,Student_5874,76,88
5875,Student_5875,76,73
5876,Student_5876,66,54
5877,Student_5877,66,54
5878,Student_5878,51,60
5879,Student_5879,96,87
5880,Student_5880,56,78
5881,Student_5881,59,74
5882,Student_5882,70,86
5883,Student_5883,52,62
5884,Student_5884,83,58
5885,Student_5885,58,94
5886,Student_5886,63,53
5887,Student_5887,78,83
5888,Student_5888,82,61
5889,Student_5889,91,68
5890,Student_5890,76,78
5891,Student_5891,59,82
5892,Student_5892,77,97
5893,Student_5893,81,51
5894,Student_5894,97,65
5895,Student_5895,99,99
5896,Student_5896,99,93
5897,Student_5897,61,94
5898,Student_5898,81,88
5899,Student_5899,74,60
5900,Student_5900,96,89
5901,Student_5901,84,69
5902,Student_5902,67,66
5903,Student_5903,56,87
5904,Student_5904,93,74
5905,Student_5905,89,74
5906,Student_5906,89,76
5907,Student_5907,90,70
5908,Student_5908,64,88
5909,Student_5909,59,97
5910,Student_5910,52,70
5911,Student_5911,63,93
5912,Student_5912,65,93
5913,Student_5913,75,88
5914,Student_5914,93,100
5915,Student_5915,79,83
5916,Student_5916,94,68
5917,Student_5917,54,65
5918,Student_5918,53,52
5919,Student_5919,100,60
5920,Student_5920,62,95
5921,Student_5921,76,97
5922,Student_5922,52,63
5923,Student_5923,69,64
5924,Student_5924,66,66
5925,Student_5925,99,86
5926,Student_5926,90,50
5927,Student_5927,86,71
5928,Student_5928,78,62
5929,Student_5929,59,75
5930,Student_5930,70,82
5931,Student_5931,92,59
5932,Student_5932,81,63
5933,Student_5933,97,78
5934,Student_5934,51,58
5935,Student_5935,97,78
5936,Student_5936,99,55
5937,Student_5937,55,87
5938,Student_5938,50,79
5939,Student_5939,91,81
5940,Student_5940,73,52
5941,Student_5941,81,83
5942,Student_5942,82,96
5943,Student_5943,70,92
5944,Student_5944,53,62
5945,Student_5945,57,51
5946,Student_5946,81,77
5947,Student_5947,83,86
5948,Student_5948,72,82
5949,Student_5949,81,54
5950,Student_5950,77,76
5951,Student_5951,60,100
5952,Student_5952,55,62
5953,Student_5953,97,94
5954,Student_5954,60,67
5955,Student_5955,62,84
5956,Student_5956,96,77
5957,Student_5957,81,67
5958,Student_5958,74,56
5959,Student_5959,79,70
5960,Student_5960,74,74
5961,Student_5961,87,72
5962,Student_5962,82,53
5963,Student_5963,100,67
5964,Student_5964,99,73
5965,Student_5965,73,97
5966,Student_5966,58,87
5967,Student_5967,81,73
5968,Student_5968,54,98
5969,Student_5969,55,87
5970,Student_5970,72,90
5971,Student_5971,59,66
5972,Student_5972,86,83
5973,Student_5973,62,60
5974,Student_5974,84,83
5975,Student_5975,51,90
5976,Student_5976,85,75
5977,Student_5977,83,51
5978,Student_5978,63,80
5979,Student_5979,74,98
5980,Student_5980,98,67
5981,Student_5981,52,88
5982,Student_5982,83,64
5983,Student_5983,68,75
5984,Student_5984,92,86
5985,Student_5985,80,81
5986,Student_5986,93,60
5987,Student_5987,67,67
5988,Student_5988,66,95
5989,Student_5989,89,52
5990,Student_5990,74,67
5991,Student_5991,86,75
5992,Student_5992,51,71
5993,Student_5993,50,73
5994,Student_5994,95,78
5995,Student_5995,76,74
5996,Student_5996,89,57
5997,Student_5997,87,58
5998,Student_5998,100,51
5999,Student_5999,77,52
6000,Student_6000,99,85
6001,Student_6001,94,67
6002,Student_6002,90,98
6003,Student_6003,99,99
6004,Student_6004,59,52
6005,Student_6005,55,63
6006,Student_6006,97,58
6007,Student_6007,70,74
6008,Student_6008,52,52
6009,Student_6009,57,68
6010,Student_6010,97,79
6011,Student_6011,53,89
6012,Student_6012,85,91
6013,Student_6013,96,91
6014,Student_6014,75,72
6015,Student_6015,99,56
6016,Student_6016,82,79
6017,Student_6017,87,82
6018,Student_6018,50,70
6019,Student_6019,85,86
6020,Student_6020,94,92
6021,Student_6021,83,54
6022,Student_6022,89,64
6023,Student_6023,58,78
6024,Student_6024,95,93
6025,Student_6025,99,61
6026,Student_6026,100,58
6027,Student_6027,84,82
6028,Student_6028,88,99
6029,Student_6029,81,57
6030,Student_6030,58,59
6031,Student_6031,74,96
6032,Student_6032,100,61
6033,Student_6033,78,54
6034,Student_6034,66,65
6035,Student_6035,72,56
6036,Student_6036,68,99
6037,Student_6037,53,79
6038,Student_6038,64,73
6039,Student_6039,63,87
6040,Student_6040,59,80
6041,Student_6041,92,63
6042,Student_6042,58,90
6043,Student_6043,85,97
6044,Student_6044,71,96
6045,Student_6045,56,67
6046,Student_6046,81,84
6047,Student_6047,56,89
6048,Student_6048,69,71
6049,Student_6049,85,67
6050,Student_6050,56,71
6051,Student_6051,71,82
6052,Student_6052,61,70
6053,Student_6053,83,80
6054,Student_6054,94,71
6055,Student_6055,53,92
6056,Student_6056,96,87
6057,Student_6057,70,80
6058,Student_6058,82,99
6059,Student_6059,57,97
6060,Student_6060,60,75
6061,Student_6061,51,79
6062,Student_6062,79,68
6063,Student_6063,67,50
6064,Student_6064,59,71
6065,Student_6065,86,86
6066,Student_6066,77,55
6067,Student_6067,93,100
6068,Student_6068,80,87
6069,Student_6069,97,85
6070,Student_6070,58,67
6071,Student_6071,79,50
6072,Student_6072,63,78
6073,Student_6073,55,79
6074,Student_6074,71,92
6075,Student_6075,98,69
6076,Student_6076,77,89
6077,Student_6077,81,93
6078,Student_6078,58,88
6079,Student_6079,71,66
6080,Student_6080,78,54
6081,Student_6081,60,64
6082,Student_6082,56,98
6083,Student_6083,59,75
6084,Student_6084,50,94
6085,Student_6085,87,100
6086,Student_6086,85,87
6087,Student_6087,50,86
6088,Student_6088,98,53
6089,Student_6089,53,50
6090,Student_6090,81,56
6091,Student_6091,71,72
6092,Student_6092,53,60
6093,Student_6093,60,53
6094,Student_6094,50,60
6095,Student_6095,55,75
6096,Student_6096,83,54
6097,Student_6097,95,84
6098,Student_6098,83,91
6099,Student_6099,84,82
6100,Student_6100,57,93
6101,Student_6101,93,87
6102,Student_6102,100,53
6103,Student_6103,60,81
6104,Student_6104,59,88
6105,Student_6105,87,51
6106,Student_6106,52,74
6107,Student_6107,60,70
6108,Student_6108,99,58
6109,Student_6109,70,58
6110,Student_6110,80,83
6111,Student_6111,76,56
6112,Student_6112,73,78
6113,Student_6113,89,63
6114,Student_6114,92,93
6115,Student_6115,72,86
6116,Student_6116,94,52
6117,Student_6117,93,71
6118,Student_6118,83,87
6119,Student_6119,57,53
6120,Student_6120,74,73
6121,Student_6121,74,83
6122,Student_6122,79,99
6123,Student_6123,87,71
6124,Student_6124,78,84
6125,Student_6125,95,84
6126,Student_6126,83,65
6127,Student_6127,57,87
6128,Student_6128,91,88
6129,Student_6129,60,96
6130,Student_6130,92,71
6131,Student_6131,73,73
6132,Student_6132,69,97
6133,Student_6133,84,99
6134,Student_6134,64,76
6135,Student_6135,98,85
6136,Student_6136,92,89
6137,Student_6137,95,55
6138,Student_6138,80,80
6139,Student_6139,92,82
6140,Student_6140,72,50
6141,Student_6141,96,62
6142,Student_6142,60,91
6143,Student_6143,65,88
6144,Student_6144,75,86
6145,Student_6145,59,85
6146,Student_6146,51,62
6147,Student_6147,92,59
6148,Student_6148,85,75
6149,Student_6149,58,71
6150,Student_6150,86,89
6151,Student_6151,76,90
6152,Student_6152,99,65
6153,Student_6153,50,94
6154,Student_6154,59,97
6155,Student_6155,95,92
6156,Student_6156,83,84
6157,Student_6157,78,85
6158,Student_6158,79,61
6159,Student_6159,94,85
6160,Student_6160,63,79
6161,Student_6161,85,70
6162,Student_6162,90,52
